subroutine_name,mir_opcode,addr,rpo_idx,tid,problematic_operands,left_operand,right_operand,live_flags,is_live,alert_reason,description,flags_live_in
"crypto_hash_sha512_final","MOVUPSmr","0x69608","33","%00228d50","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","MOVUPSmr","0x69616","34","%00228dac","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","MOVUPSmr","0x69624","35","%00228e08","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","MOVUPSmr","0x69632","36","%00228e64","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","MOVUPSmr","0x6963D","37","%00228ec0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","MOVUPSmr","0x69648","38","%00228f1c","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","PUSH64r","0x69497","0","%002282d2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","PUSH64r","0x694A0","1","%0022833a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_final","PUSH64r","0x694A9","2","%002283a2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_init","MOVUPSmr","0x657A1","1","%0021178e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","ADC64mr","0x658FA","20","%00484454","","","","","true","silent-stores","Silent stores failed last ditch sym ex check","CF"
"crypto_hash_sha512_update","MOV64mr","0x658EF","19","%004843c9","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV64mr","0x65CDF","109","%00213633","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV64mr","0x66132","206","%0048372b","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV64mr","0x66302","245","%00482736","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV64mr","0x665E2","308","%004804ad","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65A22","47","%004833b3","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65A92","56","%00212c05","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65AA9","58","%00212cbf","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65AC0","60","%00212d79","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65AD7","62","%00212e33","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65BD2","85","%00481bda","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65C42","95","%0048167b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65C59","97","%00481735","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65C70","99","%004817ef","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65C87","101","%004818a9","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65E52","142","%0047efe3","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65EA2","149","%0047eb78","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65EBA","151","%0047ec32","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65ED2","153","%0047ecec","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOV8mr","0x65EEA","155","%0047eda6","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6601F","184","%0021240f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6602C","185","%0021246d","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66063","190","%00483af7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66070","191","%00483b55","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x660AA","196","%00483d47","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x660BA","197","%00483da5","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x661A6","217","%0048225c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x661B3","218","%004822ba","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x661EE","223","%00482b02","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x661FB","224","%00482b60","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66234","229","%00482d52","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66244","230","%00482db0","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6627D","235","%00482fa2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6628D","236","%00483000","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x663FE","268","%0047f9f6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6640B","269","%0047fa54","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66430","272","%0047fb6e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6643D","273","%0047fbcc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66465","276","%0047fce6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x66475","277","%0047fd44","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6649D","280","%0047fe5e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x664AD","281","%0047febc","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6654E","295","%00480bba","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","MOVUPSmr","0x6655A","296","%00480c18","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","PUSH64r","0x65827","0","%00211bc5","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","PUSH64r","0x6582F","1","%00211c2d","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","PUSH64r","0x65838","2","%00211c95","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_hash_sha512_update","PUSH64r","0x65841","3","%00211cfd","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV64mi32","0x6AAF2","24","%0022fb8a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV64mi32","0x6AB19","27","%0022fca6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV64mr","0x6AA2D","8","%0022f4c7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV64mr","0x6AA6C","13","%0022f6a7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV64mr","0x6AA9E","17","%0022f86a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV64mr","0x6AAD0","21","%0022fa2e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOV8mi","0x6AB29","28","%0022fd00","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOVAPSmr","0x6AB0D","26","%0022fc43","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","MOVUPSmr","0x6AAE6","23","%0022fb30","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","PUSH64r","0x6A9D7","0","%0022f185","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","PUSH64r","0x6A9E9","2","%0022f245","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna","PUSH64r","0x6A9F2","3","%0022f2ad","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_final","PUSH64r","0x6AF57","0","%0046f55a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mi32","0x6AEB9","15","%0046f04a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mi32","0x6AEF4","20","%0046f210","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mr","0x6AE37","4","%0046eb67","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mr","0x6AE68","8","%0046ed2a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mr","0x6AE99","12","%0046eeee","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mr","0x6AED3","17","%0046f100","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV64mr","0x6AEE9","19","%0046f1b6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOV8mi","0x6AF03","21","%0046f26a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_init","MOVUPSmr","0x6AEAE","14","%0046eff0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_update","PUSH64r","0x6AF27","0","%0046f3a9","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV64mi32","0x6ACFC","25","%0046e416","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV64mi32","0x6AD23","28","%0046e532","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV64mr","0x6AC36","9","%0046dd53","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV64mr","0x6AC75","14","%0046df33","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV64mr","0x6ACA8","18","%0046e0f6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV64mr","0x6ACDA","22","%0046e2ba","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOV8mi","0x6AD36","29","%0046e58c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOVAPSmr","0x6AD17","27","%0046e4cf","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","MOVUPSmr","0x6ACF0","24","%0046e3bc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","PUSH64r","0x6ABD7","0","%0046d9a9","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","PUSH64r","0x6ABE9","2","%0046da69","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","PUSH64r","0x6ABF2","3","%0046dad1","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_donna_verify","PUSH64r","0x6ABFB","4","%0046db39","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2","MOV64mr","0xABC50","9","%005c76ee","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2","MOV64mr","0xABC6C","11","%005c77a4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2","PUSH64r","0xABBF7","0","%005c7346","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2","PUSH64r","0xABC09","2","%005c7406","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2","PUSH64r","0xABC12","3","%005c746e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2","PUSH64r","0xABC1B","4","%005c74d6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_final","PUSH64r","0xAC547","0","%007835ec","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_init","PUSH64r","0xABF47","0","%00782af9","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","ADD64mr","0xAC4F3","122","%0078451f","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV64mi32","0xAC280","68","%00785556","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV64mr","0xAC21D","60","%007851d4","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC0AD","29","%007859f3","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC0E0","33","%00785ba3","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC113","37","%00785d53","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC146","41","%00785f03","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC1DC","54","%007864ff","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC39B","93","%00783d36","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC3CE","97","%00783ee6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC401","101","%00784096","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC434","105","%00784246","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","MOV8mr","0xAC4CB","118","%007848f6","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","PUSH64r","0xABF77","0","%00782d15","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","PUSH64r","0xABF7F","1","%00782d7d","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","PUSH64r","0xABF88","2","%00782de5","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","PUSH64r","0xABF91","3","%00782e4d","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_update","PUSH64r","0xABF99","4","%00782eb5","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_verify","MOV64mr","0xABDF0","9","%00782409","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_verify","MOV64mr","0xABE0C","11","%007824bf","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_verify","PUSH64r","0xABD97","0","%00782061","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_verify","PUSH64r","0xABDA9","2","%00782121","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_verify","PUSH64r","0xABDB2","3","%00782189","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_onetimeauth_poly1305_sse2_verify","PUSH64r","0xABDBB","4","%007821f1","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","MOV32mi","0x76FAF","16","%0025a9da","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","MOV64mr","0x76F3E","6","%0025a34a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","MOV64mr","0x76F54","8","%0025a3fe","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64i8","0x77136","51","%0025b5b2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64r","0x76F07","0","%0025a0ca","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64r","0x76F0F","1","%0025a132","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64r","0x76F18","2","%0025a19a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64r","0x76F21","3","%0025a202","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64r","0x77125","49","%0025b4e4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_pwhash_argon2id","PUSH64r","0x7712D","50","%0025b54c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","MOV64mi32","0x81C3F","31","%003e36cc","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","MOV64mr","0x81B24","5","%003e22c4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","MOV64mr","0x81B3A","7","%003e2378","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","MOV64mr","0x81C0E","26","%003e38ec","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","PUSH64r","0x81AF7","0","%003e209c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","PUSH64r","0x81AFF","1","%003e2104","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","PUSH64r","0x81B08","2","%003e216c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519","PUSH64r","0x81B11","3","%003e21d4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_sign_ed25519_detached","PUSH64r","0x81AC7","0","%003e1e82","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_stream_chacha20_ietf","PUSH64r","0x81E37","0","%000cf445","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_stream_chacha20_ietf_xor","PUSH64r","0x81F47","0","%000cfa6e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_stream_chacha20_ietf_xor_ic","PUSH64r","0x81E97","0","%000cf600","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_stream_chacha20_ietf_xor_ic","PUSH64r","0x81EA0","1","%000cf668","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_stream_chacha20_ietf_xor_ic","PUSH64r","0x81EA8","2","%000cf6d0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOV32mr","0x840E8","15","%000db9ac","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOV64mr","0x84037","0","%000db33c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOV64mr","0x84043","1","%000db398","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOVAPSmr","0x84065","4","%000db4ac","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOVAPSmr","0x84087","7","%000db5c8","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOVDQAmr","0x840AD","10","%000db6f2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOVDQAmr","0x840F3","16","%000dba09","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOVDQAmr","0x84100","17","%000dba6f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_16","MOVDQAmr","0x8410D","18","%000dbad5","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOV32mr","0x8428A","26","%000dc8be","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOV64mr","0x84157","0","%000dbdcb","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOV64mr","0x84163","1","%000dbe27","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVAPSmr","0x84185","4","%000dbf3a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVAPSmr","0x841A7","7","%000dc056","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVAPSmr","0x841CB","10","%000dc1e0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVAPSmr","0x841EE","13","%000dc2fc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVAPSmr","0x84211","16","%000dc418","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVDQAmr","0x8424F","21","%000dc604","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVDQAmr","0x84295","27","%000dc91b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVDQAmr","0x842A2","28","%000dc981","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"crypto_verify_32","MOVDQAmr","0x842AF","29","%000dc9e7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV16mi","0x6EF61","36","%0044d090","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV16mi","0x6F5EA","184","%00450b47","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV16mi","0x6F6BC","202","%004512f4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV32mi","0x6EEF1","27","%0044ccfc","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV32mi","0x6F01F","52","%0044d730","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV32mi","0x6F21A","97","%0044e8e7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV32mi","0x6F41A","142","%0044faa3","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6EE12","9","%0023a2f8","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6EE75","17","%00451de6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6EE91","19","%00451e98","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6EEE7","26","%0044cca2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6EF1A","30","%0044ce04","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6EF4B","34","%0044cf9a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6F038","54","%0044d826","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV64mr","0x6F232","99","%0044e9dd","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mi","0x6EF6F","37","%0044d0ea","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mi","0x6F177","83","%0044e33d","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mi","0x6F377","128","%0044f4f9","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mi","0x6F567","173","%004506a7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mr","0x6F0D0","68","%0044dde7","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mr","0x6F2D0","113","%0044efa3","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","MOV8mr","0x6F4C0","158","%00450151","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","PUSH64r","0x6EDB7","0","%00239f6e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","PUSH64r","0x6EDBF","1","%00239fd6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","PUSH64r","0x6EDC8","2","%0023a03e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"encode_string","PUSH64r","0x6EDD1","3","%0023a0a6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"escrypt_kdf_sse","ADD64mr","0xAF85C","114","%005cfff3","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"escrypt_kdf_sse","MOV32mi","0xAF6F4","82","%005cf874","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"escrypt_kdf_sse","MOV32mr","0xAF99E","142","%005d0afc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
